benchmark,exec_policy,prefetch,block_size_1d,block_size_2d,num_blocks_1d,block_size_str,total_iterations,size,num_gpu,num_iter,gpu_result,total_time_sec,overhead_sec,computation_sec,speedup,baseline_time
b6m,default,none,32,8,64,"32,8",30,1400000,2,20,5.0,0.922265,0.074807,0.847458,2.876674508869863,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,2,21,5.0,0.925839,0.074701,0.851138,2.8642368522352863,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,2,22,5.0,0.926401,0.07432,0.852081,2.8610669947315297,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,2,23,5.0,0.923928,0.074521,0.849407,2.8700738585128645,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,2,24,5.0,0.924681,0.075151,0.84953,2.8696583121700665,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,2,25,5.0,0.92752,0.074691,0.852829,2.858557607606961,2.43635
b6m,default,none,32,8,64,"32,8",30,1400000,2,26,5.0,0.928488,0.074403,0.854085,2.854353871029039,2.43635
b6m,default,none,32,8,64,"32,8",30,1600000,2,0,5.0,1.05047,0.087506,0.962964,2.8648979097493985,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,1,5.0,1.0458,0.086236,0.959566,2.875043041087241,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,2,5.0,1.05194,0.085275,0.96667,2.8539145217746693,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,3,5.0,1.03118,0.085133,0.94605,2.91611812352827,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,4,5.0,1.05494,0.085134,0.969805,2.844688933098839,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,5,5.0,1.05674,0.08547,0.97127,2.840398190785178,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,6,5.0,1.04883,0.08483,0.964003,2.8618101300140353,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,7,5.0,1.05505,0.085073,0.969974,2.844193298752255,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,8,5.0,1.04801,0.085056,0.962949,2.8649425366908527,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,9,5.0,1.05114,0.085874,0.965265,2.8580685622745254,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,10,5.0,1.04988,0.087414,0.962462,2.866392180433014,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,11,5.0,1.0529,0.087251,0.965651,2.8569261055639354,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,12,5.0,1.04591,0.084972,0.960942,2.870926185726006,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,13,5.0,1.05271,0.084472,0.968235,2.849301616615718,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,14,5.0,1.05045,0.084358,0.966093,2.8556190250461597,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,15,5.0,1.04842,0.085058,0.963358,2.863726206419545,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,16,5.0,1.04838,0.084887,0.963488,2.8633398140546844,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,17,5.0,1.05263,0.084974,0.967656,2.851006505167043,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,18,5.0,1.04835,0.084838,0.963515,2.86325957640921,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,19,5.0,1.05264,0.085226,0.967415,2.851716740761638,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,20,5.0,1.05167,0.085062,0.966606,2.854103482457092,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,21,5.0,1.03174,0.085667,0.946073,2.9160472297210887,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,22,5.0,1.05474,0.085354,0.969389,2.8459096923566496,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,23,5.0,1.05212,0.085283,0.966833,2.8534333755301273,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,24,5.0,1.05149,0.085149,0.966343,2.8548802555240944,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,25,5.0,1.05022,0.085183,0.965035,2.8587497352571876,2.76032
b6m,default,none,32,8,64,"32,8",30,1600000,2,26,5.0,1.05216,0.085087,0.96707,2.852734084155149,2.76032
b6m,default,none,32,8,64,"32,8",30,1800000,2,0,5.0,1.18784,0.094056,1.09378,2.852577299512077,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,1,5.0,1.18406,0.093632,1.09043,2.861340937667085,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,2,5.0,1.16816,0.093535,1.07462,2.9034374929373357,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,3,5.0,1.18308,0.093746,1.08934,2.864204012209521,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,4,5.0,1.18386,0.093686,1.09018,2.861997100167238,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,5,5.0,1.18449,0.093647,1.09084,2.860265482252502,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,6,5.0,1.19003,0.093849,1.09618,2.846331805597912,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,7,5.0,1.19424,0.093575,1.10066,2.8347464236551883,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,8,5.0,1.18723,0.093587,1.09364,2.8529424661317435,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,9,5.0,1.18311,0.093612,1.0895,2.8637833856450845,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,10,5.0,1.18303,0.094204,1.08883,2.8655455843982254,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,11,5.0,1.18364,0.094055,1.08959,2.863546837489624,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,12,5.0,1.18693,0.09422,1.09271,2.8553705911543954,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,13,5.0,1.17999,0.094281,1.08571,2.8737802900040705,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,14,5.0,1.1858,0.093908,1.09189,2.8575149499128294,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,15,5.0,1.18466,0.093771,1.09089,2.8601343844570213,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,16,5.0,1.18761,0.093287,1.09432,2.8511696749217044,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,17,5.0,1.19432,0.093642,1.10068,2.83469491465305,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,18,5.0,1.19342,0.093844,1.09958,2.837530692319176,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,19,5.0,1.19398,0.09377,1.10021,2.835905871297588,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,20,5.0,1.19236,0.093677,1.09868,2.839855097626533,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,21,5.0,1.1891,0.093858,1.09524,2.84877469655995,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,22,5.0,1.19132,0.093829,1.09749,2.842934330755013,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,23,5.0,1.18702,0.093642,1.09338,2.8536208808102574,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,24,5.0,1.18606,0.093601,1.09246,2.85602401795976,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,25,5.0,1.18887,0.094188,1.09468,2.8502320300547366,3.12143
b6m,default,none,32,8,64,"32,8",30,1800000,2,26,5.0,1.18528,0.093998,1.09129,2.8590860345648905,3.12143
b9m,default,none,32,8,64,"32,8",30,20000,2,0,-0.007833,0.16638,0.000109,0.166271,5.3166431730288775,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,1,-0.007833,0.163411,0.00011,0.163301,5.413338418152275,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,2,-0.007833,0.175602,9.5e-05,0.175507,5.036856518672672,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,3,-0.007833,0.163816,0.000176,0.16364,5.402124034604525,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,4,-0.007833,0.165043,6.2e-05,0.164981,5.358214443012739,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,5,-0.007833,0.164778,0.00011,0.164668,5.368399306621108,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,6,-0.007833,0.170687,0.00011,0.170577,5.182431259915959,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,7,-0.007833,0.174953,0.000127,0.174826,5.056476594000232,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,8,-0.007833,0.165182,6.3e-05,0.165119,5.3537362570187845,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,9,-0.007833,0.17338,0.00011,0.17327,5.101884786879925,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,10,-0.007833,0.167526,0.000112,0.167414,5.280344397856121,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,11,-0.007833,0.166817,0.000108,0.166709,5.302674582792078,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,12,-0.007833,0.171755,3.5e-05,0.17172,5.147936041362011,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,13,-0.007833,0.171795,3.7e-05,0.171758,5.146797104197095,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,14,-0.007833,0.167816,0.000113,0.167703,5.271244861586761,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,15,-0.007833,0.1727,3.7e-05,0.172663,5.1198205580968965,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,16,-0.007833,0.170412,0.00011,0.170302,5.190799738245497,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,17,-0.007833,0.163242,4.2e-05,0.1632,5.416688584697822,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,18,-0.007833,0.164897,0.00016,0.164737,5.366150755584262,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,19,-0.007833,0.164207,3.5e-05,0.164172,5.384618430808448,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,20,-0.007833,0.17042,0.000145,0.170275,5.191622827911816,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,21,-0.007833,0.164011,4.7e-05,0.163964,5.391449202402263,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,22,-0.007833,0.174014,0.000114,0.1739,5.083401823017163,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,23,-0.007833,0.175943,5.4e-05,0.175889,5.02591735141302,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,24,-0.007833,0.166813,0.000109,0.166704,5.30283362740357,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,25,-0.007833,0.171473,3.8e-05,0.171435,5.156494164101173,0.884134
b9m,default,none,32,8,64,"32,8",30,20000,2,26,-0.007833,0.176738,3.6e-05,0.176702,5.002793273549166,0.884134
b9m,default,none,32,8,64,"32,8",30,30000,2,0,-0.004115,0.330518,0.000118,0.3304,3.7806549524605546,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,1,-0.004115,0.332173,0.000186,0.331987,3.7625822586214746,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,2,-0.004115,0.334618,0.000119,0.334499,3.7343262499827126,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,3,-0.004115,0.32987,4.5e-05,0.329825,3.787245952529273,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,4,-0.004115,0.329243,8.5e-05,0.329158,3.794920361324857,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,5,-0.004115,0.331138,0.000119,0.331019,3.7735851908590363,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,6,-0.004115,0.334179,0.00012,0.334059,3.739244852834282,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,7,-0.004115,0.330461,4.4e-05,0.330417,3.7804604372443524,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,8,-0.004115,0.33146,4.5e-05,0.331415,3.7690762225396175,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,9,-0.004115,0.329829,4.5e-05,0.329784,3.787716797336946,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,10,-0.004115,0.332406,0.00012,0.332286,3.7591965845475506,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,11,-0.004115,0.333576,4.4e-05,0.333532,3.745153077644626,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,12,-0.004115,0.333911,4.4e-05,0.333867,3.7413952151394634,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,13,-0.004115,0.332248,0.000162,0.332086,3.7614605743481127,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,14,-0.004115,0.33261,0.00017,0.33244,3.7574551687311013,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,15,-0.004115,0.329634,4.5e-05,0.329589,3.789957784674147,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,16,-0.004115,0.333383,0.000119,0.333264,3.748164807158791,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,17,-0.004115,0.333734,4.4e-05,0.33369,3.7433797725223035,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,18,-0.004115,0.327547,0.000149,0.327398,3.815320790881335,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,19,-0.004115,0.335792,4.5e-05,0.335747,3.7204454434230754,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,20,-0.004115,0.334759,0.000139,0.33462,3.732975901897578,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,21,-0.004115,0.328228,4.5e-05,0.328183,3.806194703238642,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,22,-0.004115,0.332766,0.000119,0.332647,3.7551169747298707,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,23,-0.004115,0.328915,8e-05,0.328835,3.7986479428679045,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,24,-0.004115,0.333332,0.000119,0.333213,3.7487384834714357,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,25,-0.004115,0.335809,6.1e-05,0.335748,3.720434362357981,1.24912
b9m,default,none,32,8,64,"32,8",30,30000,2,26,-0.004115,0.329123,0.000119,0.329004,3.796696685429257,1.24912
b9m,default,none,32,8,64,"32,8",30,40000,2,0,-0.000711,0.636045,0.000267,0.635778,5.469663681854355,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,1,-0.000712,0.634513,8e-05,0.634433,5.481259386447423,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,2,-0.000712,0.640773,9.1e-05,0.640682,5.427796998077047,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,3,-0.000712,0.640712,7.5e-05,0.640637,5.4281782605781395,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,4,-0.000712,0.638777,8.1e-05,0.638696,5.444674518584738,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,5,-0.000712,0.640321,7.3e-05,0.640248,5.431476297187961,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,6,-0.000712,0.638224,8.1e-05,0.638143,5.449392747898195,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,7,-0.000712,0.637184,7.5e-05,0.637109,5.458236873630725,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,8,-0.000712,0.640699,7.3e-05,0.640626,5.42827146622522,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,9,-0.000712,0.64031,8.1e-05,0.640229,5.431637486464996,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,10,-0.000712,0.635058,8.7e-05,0.634971,5.4766152097056375,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,11,-0.000712,0.640931,8e-05,0.640851,5.426365623712842,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,12,-0.000712,0.636228,0.000101,0.636127,5.466662846132923,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,13,-0.000712,0.637667,8.6e-05,0.637581,5.45419615126862,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,14,-0.000712,0.631482,7.6e-05,0.631406,5.507536888027668,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,15,-0.000712,0.631469,9.1e-05,0.631378,5.507781133207045,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,16,-0.000712,0.634958,7.4e-05,0.634884,5.477365686207241,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,17,-0.000712,0.641559,8.3e-05,0.641476,5.421078631658858,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,18,-0.000712,0.640208,8e-05,0.640128,5.432494495354051,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,19,-0.000712,0.638453,7.3e-05,0.63838,5.447369648676334,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,20,-0.000712,0.640348,7.8e-05,0.64027,5.431289668924044,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,21,-0.000712,0.632474,7.5e-05,0.632399,5.498888891857828,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,22,-0.000712,0.64043,7.8e-05,0.640352,5.430594167461018,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,23,-0.000712,0.635067,7.9e-05,0.634988,5.476468588889865,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,24,-0.000712,0.637157,7.9e-05,0.637078,5.458502469590847,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,25,-0.000712,0.636722,7.5e-05,0.636647,5.46219778986157,3.47752
b9m,default,none,32,8,64,"32,8",30,40000,2,26,-0.000712,0.629331,7.8e-05,0.629253,5.526381020546581,3.47752
b9m,default,none,32,8,64,"32,8",30,50000,2,0,-0.000554,0.953684,8.8e-05,0.953596,4.176093744160377,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,1,-0.000554,0.957068,8.2e-05,0.956986,4.161300468404301,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,2,-0.000554,0.95297,8.5e-05,0.952885,4.1792097577948635,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,3,-0.000554,0.95459,8.6e-05,0.954504,4.1721211121759145,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,4,-0.000554,0.950196,8.1e-05,0.950115,4.1913939786829575,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,5,-0.000554,0.955394,8.4e-05,0.95531,4.168601071962357,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,6,-0.000554,0.958802,8.6e-05,0.958716,4.153791414826037,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,7,-0.000554,0.963973,8.7e-05,0.963886,4.131511703724671,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,8,-0.000554,0.960482,8.6e-05,0.960396,4.14652527713189,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,9,-0.000554,0.952804,8.3e-05,0.952721,4.179929160852295,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,10,-0.000554,0.952864,8.1e-05,0.952783,4.179657162288116,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,11,-0.000554,0.952307,8.6e-05,0.952221,4.18212399228368,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,12,-0.000554,0.960078,8.6e-05,0.959992,4.1482702877277715,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,13,-0.000554,0.954975,8.2e-05,0.954893,4.170421492309985,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,14,-0.000554,0.951313,8.7e-05,0.951226,4.186498571376685,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,15,-0.000554,0.949676,8.8e-05,0.949588,4.193720108148332,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,16,-0.000554,0.948979,8.7e-05,0.948892,4.196796147566171,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,17,-0.000554,0.941187,9.5e-05,0.941092,4.231580217509403,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,18,-0.000554,0.953996,8.6e-05,0.95391,4.174719093055276,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,19,-0.000554,0.954104,8.5e-05,0.954019,4.174242116830334,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,20,-0.000554,0.950543,8.6e-05,0.950457,4.189885802362819,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,21,-0.000554,0.957752,8.7e-05,0.957665,4.1583500389555415,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,22,-0.000554,0.954754,8.5e-05,0.954669,4.171400024570148,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,23,-0.000554,0.953197,8.6e-05,0.953111,4.178218790944977,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,24,-0.000554,0.96172,8.6e-05,0.961634,4.141187073311008,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,25,-0.000554,0.959207,8.6e-05,0.959121,4.152037428078792,3.98233
b9m,default,none,32,8,64,"32,8",30,50000,2,26,-0.000554,0.949802,8.9e-05,0.949713,4.193168136117289,3.98233
b9m,default,none,32,8,64,"32,8",30,60000,2,0,-0.000218,1.32554,9.2e-05,1.32545,4.042418833598633,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,1,-0.000218,1.35484,9.3e-05,1.35474,3.955020183203647,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,2,-0.000218,1.35445,0.000102,1.35435,3.9561590748280056,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,3,-0.000218,1.33403,9.2e-05,1.33393,4.016720549798947,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,4,-0.000218,1.35738,9.3e-05,1.35728,3.9476187986217357,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,5,-0.000218,1.35366,9.4e-05,1.35356,3.9584680715988276,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,6,-0.000218,1.33667,0.000103,1.33656,4.008816695841047,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,7,-0.000218,1.34526,0.000106,1.34516,3.9831871621170043,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,8,-0.000218,1.35752,9.1e-05,1.35743,3.9471825751554848,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,9,-0.000218,1.34336,9.3e-05,1.34326,3.988821257979326,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,10,-0.000218,1.35479,9.3e-05,1.35469,3.9551661583043423,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,11,-0.000218,1.34767,9.2e-05,1.34758,3.976034107803106,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,12,-0.000218,1.35172,9.2e-05,1.35163,3.9641203901905913,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,13,-0.000218,1.35322,9.3e-05,1.35313,3.9597260004532524,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,14,-0.000218,1.35495,9.4e-05,1.35486,3.9546698869206485,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,15,-0.000218,1.34055,9.4e-05,1.34046,3.9971532481337073,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,16,-0.000218,1.35816,9.2e-05,1.35807,3.945322437719196,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,17,-0.000218,1.33661,0.000102,1.33651,4.008966669155718,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,18,-0.000218,1.35717,9.3e-05,1.35708,3.948200579916666,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,19,-0.000218,1.34824,9.3e-05,1.34815,3.9743530341529576,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,20,-0.000218,1.35778,9.2e-05,1.35769,3.9464266828166292,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,21,-0.000218,1.34575,9.3e-05,1.34566,3.9817071496464997,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,22,-0.000218,1.35795,9.5e-05,1.35786,3.945932602030628,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,23,-0.000218,1.33726,9.6e-05,1.33716,4.007017890898105,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,24,-0.000218,1.35769,0.000165,1.35753,3.9468918130673427,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,25,-0.000218,1.33977,9.3e-05,1.33968,3.999480505040987,5.35798
b9m,default,none,32,8,64,"32,8",30,60000,2,26,-0.000218,1.35814,9.4e-05,1.35804,3.945409592496031,5.35798
b11m,default,none,256,8,64,"256,8",30,20000,2,0,0.0004,0.67886,0.533904,0.144956,1.7156865061933984,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,1,0.0004,0.678125,0.534276,0.143849,1.7288896912162772,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,2,0.0004,0.677509,0.533661,0.143848,1.728901710081268,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,3,0.0004,0.676892,0.533456,0.143436,1.733867740258863,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,4,0.0004,0.679056,0.534319,0.144737,1.718282493016784,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,5,0.0004,0.677571,0.533553,0.144018,1.7268609006635993,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,6,0.0004,0.678553,0.534372,0.144181,1.7249086439390091,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,7,0.0004,0.677769,0.533711,0.144058,1.726381410208182,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,8,0.0004,0.676755,0.533093,0.143662,1.7311401288564148,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,9,0.0004,0.678884,0.534427,0.144457,1.7216130280413569,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,10,0.0004,0.677193,0.533559,0.143634,1.7314775971689869,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,11,0.0004,0.679131,0.534533,0.144598,1.7199342535288888,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,12,0.0004,0.677975,0.533579,0.144396,1.722340322389611,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,13,0.0004,0.675719,0.533236,0.142483,1.745464744508259,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,14,0.0004,0.677328,0.533859,0.143469,1.733468924936887,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,15,0.0004,0.676289,0.533535,0.142754,1.7421512055127721,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,16,0.0004,0.677369,0.534489,0.14288,1.7406148739625578,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,17,0.0004,0.677033,0.533673,0.14336,1.7347869223756298,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,18,0.0004,0.676335,0.533088,0.143247,1.736155404244209,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,19,0.0004,0.677103,0.534093,0.14301,1.7390326074524176,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,20,0.0004,0.67666,0.53347,0.14319,1.7368465199509062,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,21,0.0004,0.678145,0.534625,0.14352,1.7328529347252666,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,22,0.0004,0.677212,0.533743,0.143469,1.733468924936887,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,23,0.0004,0.677255,0.5331,0.144155,1.7252197509054161,0.248691
b11m,default,none,256,8,64,"256,8",30,20000,2,24,0.0004,0.67829,0.534083,0.144207,1.7245976491555215,0.248691
